#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Translations done by PKZB

#religions
zalmoxian_reformed_DESC;Whether Zalmoxis was originally a prophet or a god, is unknown. The Dacians and Getae however, revere Zalmoxis as a divine being, ascribing many miraculous acts to him.;On ne sait réellement si Zalmoxis était à l'origine un prophète ou un dieu, mais les Daces et les Gètes le révèrent comme un être d'essence divine et lui attribuent nombre de miracles;Zalmoxische;;Zalmoxista;;;;;;;;;x
megalithic_reformed_DESC;The ancient culture and religion was a melting pot of traditional egyptian beliefs, star-worship, and ancestor veneration. Many megaliths - stone constructs raised in honor of the gods - still exist, dotted about the African landscape.;Mégalithique;Megalithische;;Megalítica;;;;;;;;;x
iberian_reformed_DESC;Essentially a hybrid polytheistic religion, Iberian religious practices involve the veneration of animal spirits, as well as ancestor worship. Various Hellenic and Phoenician gods were worshiped by the Iberians, as well as local deities such as Betatun or Ataecina.;Ibérique;Iberische;;Ibérica;;;;;;;;;x
sumerian_reformed_DESC;The history of the Chaldean pantheon stretches back many thousands of years. Worshiping gods such as Anu, Enki and Nanna, the devotees of the Chaldean religion construct imposing temples in honor of their chosen God.;Chaldéenne;Mespotamische;;Caldeana;;;;;;;;;x
arabic_reformed_DESC;Religion in Arabia was a polytheistic mixture of deities, aspects and demons, practiced in localities and enclaves around the region. Allah, the Creator-God, may have been worshiped as the head of the pantheon during this period, in some locations.;Arabique;Arabische;;Árabe;;;;;;;;;x
ritualistic_reformed_DESC;Representing a variety of localized faiths and folk religions, Ritualism espouses ancestor-worship, animism, and votive offerings.;Ritualiste;Ritualistische;;Ritualista;;;;;;;;;x
cybelene_reformed_DESC;The Phrygian cult of Cybele is linked to prehistoric Mother-Goddess worship. Evolving over thousands of years, the cult of Cybele often claimed relationship to mythical figures and heroes, and practiced their religion with the veneration of idols.;Cybélienne;Kybelenische;;Cibeliana;;;;;;;;;x
khaldic_reformed_DESC;The Khaldic pantheon represents a religion which grew out of the Urartian culture, many centuries before. A principally polytheistic faith, the chief god was known as Khaldi, and was worshiped as a warrior god;Khaldique;Khaldische;;Jaldiana;;;;;;;;;x
armazic_reformed_DESC;Possibly connected to the nearby Anatolian religions, the pantheon of the Caucasian-Iberia region was ruled over by the god Armaz.;Armazienne;Armazische;;Armázica;;;;;;;;;x
scythian_reformed_DESC;Originating in Scythian lands, this pantheistic faith worshiped seven principal gods, often equated to those of the Greek pantheon. Elements of the earlier polytheistic folk religion of the Scythians still remains, as does the practice of horse sacrifice and chariot burials, similar to those of the Celts.;Scythe;Scythische;;Escita;;;;;;;;;x

#religion groups
polytheistic;Polytheistic;Polythéiste;Polytheistische;;Politeísta;;;;;;;;;x

#Details done by Thinking_waffle

#Canaanite details
canaanite_scripture;Cycle of Ba'al;Cycle de Ba'al;Zyklus des Ba'al;;Ciclo de Ba'al;;;;;;;;;x
canaanite_high_god;El;El;El;;El;;;;;;;;;x
dagan;Dagan;Dagan;Dagan;;Dagan;;;;;;;;;x
astargatis;Astargatis;Astargatis;Astargatis;;Astargatis;;;;;;;;;x
ashima;Ashima;Ashima;Ashima;;Ashima;;;;;;;;;x
aglibol;Aglibol;Aglibol;Aglibol;;Aglibol;;;;;;;;;x
shadrafa;Shadrafa;Shadrafa;Shadrafa;;Shadrafa;;;;;;;;;x
sydyk;Sydyk;Sydyk;Sydyk;;Sydyk;;;;;;;;;x
baal;Baal;Baal;Baal;;Baal;;;;;;;;;x
tanit;Tanit;Tanit;Tanit;;Tanit;;;;;;;;;x
lotan;Lotan;Lotan;Lotan;;Lotan;;;;;;;;;x
yam;Yam;Yam;Yam;;Yam;;;;;;;;;x

#Druidic details
druidic_scripture;The teachings;Les enseignements;Der Lehren;;Las enseñanzas;;;;;;;;;x
druid_priest;Druid;Druide;Druid;;Druida;;;;;;;;;x
taranis;Taranis;Taranis;Taranis;;Taranis;;;;;;;;;x
cerunnos;Cerunnos;Cerunnos;Cerunnos;;Cerunnos;;;;;;;;;x
epona;Epona;Epona;Epona;;Epona;;;;;;;;;x
vinotonus;Vinotonus;Vinotonus;Vinotonus;;Vinotonus;;;;;;;;;x
toutatis;Toutatis;Toutatis;Toutatis;;Tutatis;;;;;;;;;x
condatis;Condatis;Condatis;Condatis;;Condatis;;;;;;;;;x
belenos;Belenos;Bélénos;Belenos;;Belenos;;;;;;;;;x
belisama;Belisama;Bélisama;Belisama;;Belisama;;;;;;;;;x
artio;Artio;Artio;Artio;;Artio;;;;;;;;;x
intarabus;Intarabus;Intarabus;Intarabus;;Intarabus;;;;;;;;;x
balor;Balor;Balor;Balor;;Balor;;;;;;;;;x

#Iberian details
iberian_scripture;???;???;???;;???;;;;;;;;;x
iberian_high_god;???;???;???;;???;;;;;;;;;x
candamius;Candamius;Candamius;Candamius;;Candamius;;;;;;;;;x
semnocosus;Semnocosus;Semnocosus;Semnocosus;;Semnocosus;;;;;;;;;x
cariocecus;Cariocecus;Cariocecus;Cariocecus;;Carioceco;;;;;;;;;x
ataecina;Ataecina;Ataecina;Ataecina;;Ataecina;;;;;;;;;x
eacus;Eacus;Eacus;Eacus;;Eacus;;;;;;;;;x
detatun;Betatun;Betatun;Betatun;;Betatun;;;;;;;;;x
dercetius;Dercetius;Dercetius;Dercetius;;Dercetius;;;;;;;;;x
endouellicus;Endouellicus;Endouellicus;Endouellicus;;Endouellicus;;;;;;;;;x
iberian_dark_one;The Dark One;l'Obscur;Der Dunklegott;;El Oscuro;;;;;;;;;x

#Zalmoxian details
zalmoxian_scripture;???;???;???;;???;;;;;;;;;x
gabeleisos;Gabeleisos;Gabeleisos;Gabeleisos;;Gabeleisos;;;;;;;;;x
zalmoxis;Zalmoxis;Zalmoxis;Zalmoxis;;Zalmoxis;;;;;;;;;x
pleistoros;Pleistoros;Pleistoros;Pleistoros;;Pleistoros;;;;;;;;;x
sabazios;Sabazios;Sabazios;Sabazios;;Sabazios;;;;;;;;;x
zibelthiurdos;Zibelthiurdos;Zibelthiurdos;Zibelthiurdos;;Zibelthiurdos;;;;;;;;;x
bassareus;Bassareus;Bassareus;Bassareus;;Bassareus;;;;;;;;;x
derzelas;Derzelas;Derzelas;Derzelas;;Derzelas;;;;;;;;;x
semele;Semele;Semele;Semele;;Semele;;;;;;;;;x
bendis;Bendis;Bendis;Bendis;;Bendis;;;;;;;;;x
zalmoxian_dark_god;The Taker;The Taker;The Taker;;The Taker;;;;;;;;;x

#Egyptian details
egyptian_scripture;Books on the Gods;Livres sur les Dieux;Büchen des Gotten;;Libros de los Dioses;;;;;;;;;x
amun;Amun;Amon;Amun;;Amón;;;;;;;;;x
re;Re;Re;Re;;Re;;;;;;;;;x
osiris;Osiris;Osiris;Osiris;;Osíris;;;;;;;;;x
isis;Isis;Isis;Isis;;Ísis;;;;;;;;;x
horus;Horus;Horus;Horus;;Horus;;;;;;;;;x
bastet;Bastet;Bastet;Bastet;;Bastet;;;;;;;;;x
sekhmet;Sekhmet;Sekhmet;Sekhmet;;Sekhmet;;;;;;;;;x
anubis;Anubis;Anubis;Anubis;;Anubis;;;;;;;;;x
toth;Toth;Toth;Toth;;Toth;;;;;;;;;x
hapi;Hapi;Hapi;Hapi;;Hapi;;;;;;;;;x
sarapis;Sarapis;Sarapis;Sarapis;;Sarapis;;;;;;;;;x
ptah;Ptah;Ptah;Ptah;;Ptah;;;;;;;;;x
geb;Geb;Geb;Geb;;Geb;;;;;;;;;x
tenenet;Tenenet;Tenenet;Tenenet;;Tenenet;;;;;;;;;x
bes;Bès;Bès;Bès;;Bès;;;;;;;;;x
seth;Seth;Seth;Seth;;Seth;;;;;;;;;x
aapep;Aapep;Aapep;Aapep;;Apep;;;;;;;;;x

#Megalithic details
megalithic_scripture;The Sacred Tales;Les Histoires Sacrées;Der Heiliges Schreiben;;Las Historias Sagradas;;;;;;;;;x
gurzil;Gurzil;Gurzil;Gurzil;;Gurzil;;;;;;;;;x
sinifere;Sinifere;Sinifere;Sinifere;;Sinifere;;;;;;;;;x
Shaheded;Shaheded;Shaheded;Shaheded;;Shaheded;;;;;;;;;x
nanna_tala;Nanna Tala;Nanna Tala;Nanna Tala;;Nanna Tala;;;;;;;;;x
megalithic_dark_one;The Dark One;L'Obscur;Der Dunklegott;;El Oscuro;;;;;;;;;x

#Cybelene details
cybelene_scripture;???;???;???;;???;;;;;;;;;x
cybele;Cybele;Cybèle;Cybele;;Cibeles;;;;;;;;;x
attis;Attis;Attis;Attis;;Attis;;;;;;;;;x
god_ma;Ma;Ma;Ma;;Ma;;;;;;;;;x
agdistis;Agdistis;Agdistis;Agdistis;;Agdistis;;;;;;;;;x
dactyls;Dactyls;Dactyls;Dactyls;;Dactyls;;;;;;;;;x
god_men;Men;Men;Men;;Men;;;;;;;;;x
kakasbos;Kakasbos;Kakasbos;Kakasbos;;Kakasbos;;;;;;;;;x
sandon;Sandon;Sandon;Sandon;;Sandon;;;;;;;;;x
agdistis;Agdistis;Agdistis;Agdistis;;Agdistis;;;;;;;;;x
cybelene_dark_god;Death;La Mort;Der Tod;;La Muerte;;;;;;;;;x

#Scythian details
scythian_scripture;???;???;???;;???;;;;;;;;;x
goitosyrus;Goitosyrus;Goitosyrus;Goitosyrus;;Goitosyrus;;;;;;;;;x
thagimasadas;Thagimasadas;Thagimasadas;Thagimasadas;;Thagimasadas;;;;;;;;;x
api_god;Api;Api;Api;;Api;;;;;;;;;x
tabiti;Tabiti;Tabiti;Tabiti;;Tabiti;;;;;;;;;x
argimpasa;Argimpasa;Argimpasa;Argimpasa;;Argimpasa;;;;;;;;;x
targitaos;Targitaos;Targitaos;Targitaos;;Targitaos;;;;;;;;;x
scythian_dark_god;???;???;???;;???;;;;;;;;;x

#Khaldic details
khaldic_scripture;???;???;???;;???;;;;;;;;;x
khaldi;Khaldi;Khaldi;Khaldi;;Khaldi;;;;;;;;;x
shivini;Shivini;Shivini;Shivini;;Shivini;;;;;;;;;x
theispas;Theispas;Theispas;Theispas;;Theispas;;;;;;;;;x
arubani;Arubani;Arubani;Arubani;;Arubani;;;;;;;;;x
dsvininaue;Dsvininaue;Dsvininaue;Dsvininaue;;Dsvininaue;;;;;;;;;x
epaninaue;Epaninaue;Epaninaue;Epaninaue;;Epaninaue;;;;;;;;;x
bagvarti;Bagvarti;Bagvarti;Bagvarti;;Bagvarti;;;;;;;;;x
huba;Huba;Huba;Huba;;Huba;;;;;;;;;x
khaldic_dark_god;The Evil One;Le Malin;Der Böse;;El Mal;;;;;;;;;x

#Armazic details
armazic_scripture;The Holy Books;Les Livres Sacrés;Der Heiliges Büchen;;Los Libros Sagrados;;;;;;;;;x
kopala;Kopala;Kopala;Kopala;;Kopala;;;;;;;;;x
zadeni;Zadeni;Zadeni;Zadeni;;Zadeni;;;;;;;;;x
armazi;Armazi;Armazi;Armazi;;Armazi;;;;;;;;;x
ghmerti;Ghmerti;Ghmerti;Ghmerti;;Ghmerti;;;;;;;;;x
dali;Dali;Dali;Dali;;Dali;;;;;;;;;x
ga_god;Ga;Ga;Ga;;Ga;;;;;;;;;x
adgilis_deda;Adgilis Deda;Adgilis Deda;Adgilis Deda;;Adgilis Deda;;;;;;;;;x
gacim;Gacim;Gacim;Gacim;;Gacim;;;;;;;;;x
armazic_dark_god;The Hidden One;L'Occulte;Der Verbogene;;El Oculto;;;;;;;;;x

#Arabic details
arabic_scripture;The Tradition;La Tradition;Die Tradition;;La Tradición;;;;;;;;;x
dushara;Dushara;Dushara;Dushara;;Dushara;;;;;;;;;x
ailiah;Ailiah;Ailiah;Ailiah;;Ailiah;;;;;;;;;x
ta_lab;Ta'lab;Ta'lab;Ta'lab;;Ta'lab;;;;;;;;;x
orotalt;Orotalt;Orotalt;Orotalt;;Orotalt;;;;;;;;;x
manat;Manat;Manat;Manat;;Manat;;;;;;;;;x
al_qaum;Al-Qaum;Al-Qaum;Al-Qaum;;Al-Qaum;;;;;;;;;x
al_kutbay;Al-Kutbay;Al-Kutbay;Al-Kutbay;;Al-Kutbay;;;;;;;;;x
al_uzza;Al-Uzza;Al-Uzza;Al-Uzza;;Al-Uzza;;;;;;;;;x
suly_hram;Suly'Hram;Suly'Hram;Suly'Hram;;Suly'Hram;;;;;;;;;x

#Ritualistic details
ritualistic_scripture;The Scriptures;Les Écritures;Die Heiligen Schriften;;Las Escripturas;;;;;;;;;x
yazata;Yazata;Yazata;Yazata;;Yazata;;;;;;;;;x
tishtrya;Tishtrya;Tishtrya;Tishtrya;;Tishtrya;;;;;;;;;x
mah_god;Mah;Mah;Mah;;Mah;;;;;;;;;x
angra_mainyu;Angra Mainyu;Angra Mainyu;Angra Mainyu;;Angra Mainyu;;;;;;;;;x

#Chaldean details
sumerian_scripture;Enuma Elish;Enuma Elish;Enuma Elish;;Enuma Elish;;;;;;;;;x
marduk;Marduk;Marduk;Marduk;;Marduk;;;;;;;;;x
elil;Elil;Elil;Elil;;Elil;;;;;;;;;x
ea_god;Ea;Ea;Ea;;Ea;;;;;;;;;x
nergal;Nergal;Nergal;Nergal;;Nergal;;;;;;;;;x
ninlil;Ninlil;Ninlil;Ninlil;;Ninlil;;;;;;;;;x
nabu;Nabu;Nabu;Nabu;;Nabu;;;;;;;;;x
shamash;Shamash;Shamash;Shamash;;Shamash;;;;;;;;;x
ishtar;Ishtar;Ishtar;Ishtar;;Ishtar;;;;;;;;;x
ningirsu;Ninĝirsu;Ninĝirsu;Ninĝirsu;;Ninĝirsu;;;;;;;;;x
dumuzi;Dumuzi;Dumuzi;Dumuzi;;Dumuzi;;;;;;;;;x
tiamat;Tiamat;Tiamat;Tiamat;;Tiamat;;;;;;;;;x
lamashtu;Lamashtu;Lamashtu;Lamashtu;;Lamashtu;;;;;;;;;x


